id,shift_id,employee_id,approval_status,approved_at,notes
475,475,11,approved,2026-01-13T11:15:22.844Z,Approved by manager
476,476,14,approved,2026-01-15T08:09:10.511Z,Approved by manager
477,477,16,rejected,2026-01-16T11:58:32.074Z,Did not complete full shift
478,478,17,approved,2026-01-12T06:24:50.863Z,Approved by manager
479,479,18,approved,2026-01-13T18:46:03.947Z,Approved by manager
480,480,20,approved,2026-01-12T18:05:36.605Z,Standard approval
481,481,21,approved,2026-01-16T06:46:28.864Z,Approved by manager
482,482,22,approved,2026-01-15T15:11:36.436Z,Excellent performance
483,483,23,approved,2026-01-14T23:16:40.709Z,Excellent performance
484,484,24,approved,2026-01-15T06:12:28.071Z,Excellent performance
485,485,25,approved,2026-01-12T20:18:11.548Z,Standard approval
486,486,26,approved,2026-01-16T09:23:57.627Z,
487,487,27,pending,,
488,488,28,approved,2026-01-16T01:24:34.292Z,Standard approval
489,489,29,pending,,
490,490,30,approved,2026-01-12T00:28:58.056Z,
491,491,31,approved,2026-01-14T13:06:59.838Z,Standard approval
492,492,32,approved,2026-01-16T07:01:19.769Z,Late arrival noted
493,493,33,approved,2026-01-14T13:42:20.597Z,
494,494,34,approved,2026-01-13T16:32:12.793Z,
495,495,35,approved,2026-01-11T19:05:13.719Z,
496,496,36,approved,2026-01-15T08:02:56.886Z,
497,497,37,approved,2026-01-12T13:58:32.756Z,
498,498,38,approved,2026-01-11T23:05:27.043Z,
499,499,39,approved,2026-01-13T05:32:29.036Z,Standard approval
500,500,40,approved,2026-01-14T12:19:43.349Z,
501,501,41,approved,2026-01-13T18:53:37.336Z,Excellent performance
502,502,42,pending,,
503,503,43,approved,2026-01-15T07:21:13.964Z,Late arrival noted
504,504,44,approved,2026-01-13T21:27:18.449Z,Approved by manager
505,505,45,approved,2026-01-12T15:24:20.014Z,
506,506,46,approved,2026-01-15T02:26:01.863Z,Standard approval
507,507,47,approved,2026-01-16T06:51:24.047Z,
508,508,48,approved,2026-01-13T15:36:20.576Z,Approved by manager
509,509,49,approved,2026-01-12T03:54:42.793Z,Standard approval
510,510,50,approved,2026-01-15T06:12:35.839Z,
511,511,51,approved,2026-01-12T16:11:07.695Z,
512,512,52,pending,,
513,513,53,approved,2026-01-13T07:08:38.233Z,Approved by manager
514,514,55,approved,2026-01-16T14:40:28.891Z,
515,515,56,approved,2026-01-14T06:27:12.036Z,
516,516,57,approved,2026-01-13T13:54:22.768Z,
517,517,58,approved,2026-01-16T15:30:23.042Z,Late arrival noted
518,518,59,approved,2026-01-15T20:03:08.300Z,
519,519,60,approved,2026-01-15T10:01:11.153Z,Standard approval
520,520,61,approved,2026-01-15T16:40:56.477Z,Standard approval
521,521,62,approved,2026-01-14T15:06:36.413Z,Late arrival noted
522,522,64,approved,2026-01-12T23:53:08.832Z,
523,523,65,approved,2026-01-14T18:55:46.505Z,Standard approval
524,524,66,approved,2026-01-14T05:45:57.732Z,Late arrival noted
525,525,67,rejected,2026-01-14T19:54:02.271Z,Did not complete full shift
526,526,68,approved,2026-01-14T10:50:46.978Z,
527,527,69,approved,2026-01-14T14:27:44.104Z,
528,528,70,approved,2026-01-11T21:59:44.962Z,
529,529,71,approved,2026-01-13T04:40:20.011Z,
530,530,72,approved,2026-01-13T17:48:54.658Z,Approved by manager
531,531,73,approved,2026-01-13T06:17:08.344Z,Late arrival noted
532,532,74,approved,2026-01-16T15:20:42.296Z,Approved by manager
533,533,75,approved,2026-01-14T06:20:29.092Z,Late arrival noted
534,534,77,approved,2026-01-13T17:32:30.288Z,Excellent performance
535,535,78,pending,,
536,536,79,rejected,2026-01-15T14:49:30.000Z,Did not complete full shift
537,537,80,approved,2026-01-14T12:25:08.474Z,Late arrival noted
538,538,81,approved,2026-01-14T20:29:36.915Z,
539,539,82,approved,2026-01-15T21:49:53.598Z,
540,540,83,approved,2026-01-15T14:30:49.920Z,Excellent performance
541,541,84,approved,2026-01-13T15:05:26.877Z,Excellent performance
542,542,85,approved,2026-01-13T03:57:24.350Z,Standard approval
543,543,86,approved,2026-01-16T16:44:32.169Z,Excellent performance
544,544,87,approved,2026-01-13T01:59:55.260Z,Excellent performance
545,545,89,approved,2026-01-15T04:02:11.383Z,Late arrival noted
546,546,90,approved,2026-01-13T06:31:37.916Z,Late arrival noted
547,547,91,approved,2026-01-13T00:11:37.001Z,Standard approval
548,548,92,approved,2026-01-15T01:15:52.866Z,Standard approval
549,549,93,approved,2026-01-16T07:15:02.521Z,Approved by manager
550,550,94,approved,2026-01-14T21:40:46.458Z,Standard approval
551,551,95,approved,2026-01-15T05:10:33.091Z,
552,552,96,approved,2026-01-16T11:33:04.690Z,
553,553,97,rejected,2026-01-15T07:08:50.752Z,Did not complete full shift
554,554,98,approved,2026-01-14T16:26:39.559Z,
555,555,99,approved,2026-01-16T16:26:01.699Z,Standard approval
556,556,100,approved,2026-01-14T01:19:29.274Z,Late arrival noted
557,557,101,pending,,
558,558,102,approved,2026-01-15T11:36:36.018Z,
559,559,103,approved,2026-01-13T13:06:23.239Z,Excellent performance
560,560,104,approved,2026-01-14T02:24:53.445Z,Standard approval
561,561,105,approved,2026-01-15T09:57:16.562Z,Excellent performance
562,562,106,approved,2026-01-14T00:49:22.787Z,Late arrival noted
563,563,107,approved,2026-01-13T15:23:21.410Z,Excellent performance
564,564,108,approved,2026-01-14T12:37:08.722Z,Excellent performance
565,565,7,pending,,
566,566,8,approved,2026-01-13T15:51:34.976Z,Standard approval
567,567,9,approved,2026-01-14T21:31:19.220Z,Late arrival noted
568,568,10,approved,2026-01-15T14:58:05.256Z,Excellent performance
569,569,11,approved,2026-01-13T19:57:20.186Z,
570,570,14,approved,2026-01-14T18:43:14.602Z,
571,571,16,approved,2026-01-12T17:03:16.607Z,Late arrival noted
572,572,17,approved,2026-01-15T19:18:59.050Z,
573,573,18,approved,2026-01-16T00:56:42.983Z,Excellent performance
574,574,20,approved,2026-01-16T14:55:13.968Z,
575,575,21,rejected,2026-01-13T22:29:54.573Z,Did not complete full shift
576,576,22,approved,2026-01-16T15:30:36.860Z,
577,577,23,approved,2026-01-13T00:47:59.186Z,
578,578,24,pending,,
579,579,25,approved,2026-01-13T06:56:36.812Z,
580,580,26,pending,,
581,581,27,approved,2026-01-15T07:47:07.636Z,
582,582,28,approved,2026-01-15T05:54:13.576Z,
583,583,29,approved,2026-01-14T17:49:52.490Z,Standard approval
584,584,30,pending,,
585,585,31,pending,,
586,586,32,approved,2026-01-14T03:05:28.615Z,Late arrival noted
587,587,33,approved,2026-01-14T11:56:14.598Z,Approved by manager
588,588,34,approved,2026-01-14T21:23:13.896Z,
589,589,35,approved,2026-01-12T12:53:41.000Z,
590,590,36,pending,,
591,591,37,approved,2026-01-16T03:01:27.113Z,Standard approval
592,592,38,approved,2026-01-16T11:14:17.174Z,Late arrival noted
593,593,39,approved,2026-01-13T22:26:05.694Z,
594,594,40,approved,2026-01-12T05:32:54.901Z,
595,595,41,approved,2026-01-14T11:59:41.583Z,
596,596,42,approved,2026-01-12T11:39:57.454Z,Late arrival noted
597,597,43,approved,2026-01-16T14:02:59.182Z,Late arrival noted
598,598,44,approved,2026-01-15T08:38:43.164Z,
599,599,45,approved,2026-01-14T12:55:03.771Z,Standard approval
600,600,46,pending,,
601,601,47,approved,2026-01-11T18:50:54.772Z,Standard approval
602,602,48,approved,2026-01-15T12:09:19.324Z,
603,603,49,approved,2026-01-16T08:43:16.188Z,Approved by manager
604,604,50,approved,2026-01-12T09:56:21.513Z,
605,605,51,approved,2026-01-12T08:58:16.723Z,Standard approval
606,606,52,approved,2026-01-14T07:48:55.696Z,Excellent performance
607,607,53,rejected,2026-01-15T01:18:44.503Z,Did not complete full shift
608,608,55,rejected,2026-01-16T14:25:42.431Z,Did not complete full shift
609,609,56,approved,2026-01-14T10:40:30.725Z,Late arrival noted
610,610,57,rejected,2026-01-14T02:49:42.084Z,Did not complete full shift
611,611,58,approved,2026-01-13T21:20:35.044Z,Approved by manager
612,612,59,approved,2026-01-12T05:31:59.958Z,Late arrival noted
613,613,60,pending,,
614,614,61,approved,2026-01-15T12:52:19.792Z,Standard approval
615,615,62,approved,2026-01-11T19:00:48.878Z,Approved by manager
616,616,64,pending,,
617,617,65,approved,2026-01-12T18:19:27.676Z,
618,618,66,approved,2026-01-12T15:22:58.441Z,Approved by manager
619,619,67,pending,,
620,620,68,approved,2026-01-16T14:52:43.540Z,Excellent performance
621,621,69,approved,2026-01-12T16:38:32.249Z,Late arrival noted
622,622,70,approved,2026-01-15T23:30:45.754Z,Standard approval
623,623,71,approved,2026-01-14T20:15:10.173Z,Excellent performance
624,624,72,pending,,
625,625,73,approved,2026-01-14T03:39:03.046Z,
626,626,74,approved,2026-01-12T21:12:02.797Z,Standard approval
627,627,75,approved,2026-01-15T02:38:11.411Z,
628,628,77,approved,2026-01-13T23:55:03.437Z,
629,629,78,approved,2026-01-14T12:34:41.673Z,Approved by manager
630,630,79,pending,,
631,631,80,approved,2026-01-15T19:58:19.731Z,
632,632,81,approved,2026-01-13T16:31:23.924Z,
633,633,82,approved,2026-01-15T16:25:38.697Z,Late arrival noted
634,634,83,approved,2026-01-13T18:30:52.055Z,Excellent performance
635,635,84,approved,2026-01-12T12:52:20.022Z,Excellent performance
636,636,85,approved,2026-01-15T06:51:59.369Z,Excellent performance
637,637,86,approved,2026-01-15T05:01:50.977Z,Excellent performance
638,638,87,approved,2026-01-14T07:26:19.065Z,Approved by manager
639,639,89,approved,2026-01-13T05:43:49.314Z,Approved by manager
640,640,90,approved,2026-01-16T09:01:08.667Z,Late arrival noted
641,641,91,approved,2026-01-15T07:34:59.676Z,
642,642,92,approved,2026-01-15T09:02:55.333Z,Approved by manager
643,643,93,approved,2026-01-14T21:32:44.739Z,Approved by manager
644,644,94,approved,2026-01-12T11:18:07.352Z,
645,645,95,approved,2026-01-12T03:24:38.572Z,Standard approval
646,646,96,approved,2026-01-14T12:33:49.114Z,Late arrival noted
647,647,97,approved,2026-01-15T11:38:35.912Z,Standard approval
648,648,98,pending,,
649,649,99,approved,2026-01-12T06:26:35.068Z,
650,650,100,approved,2026-01-12T19:33:02.090Z,
651,651,101,approved,2026-01-14T06:34:20.643Z,
652,652,102,approved,2026-01-13T11:23:16.101Z,Standard approval
653,653,103,approved,2026-01-16T05:29:34.885Z,
654,654,104,pending,,
655,655,105,approved,2026-01-14T04:07:41.000Z,Late arrival noted
656,656,106,approved,2026-01-16T15:44:45.813Z,
657,657,107,approved,2026-01-13T00:33:34.219Z,
658,658,108,approved,2026-01-16T13:59:56.458Z,
659,659,7,approved,2026-01-14T04:22:38.787Z,
660,660,8,approved,2026-01-13T23:14:08.174Z,Standard approval
661,661,9,approved,2026-01-16T12:32:51.447Z,
662,662,10,approved,2026-01-11T21:30:21.104Z,
663,663,11,pending,,
664,664,14,approved,2026-01-12T01:57:29.055Z,Standard approval
665,665,16,approved,2026-01-12T16:53:50.173Z,Standard approval
666,666,17,approved,2026-01-14T21:00:22.276Z,Approved by manager
667,667,18,rejected,2026-01-15T12:48:40.144Z,Did not complete full shift
668,668,20,approved,2026-01-15T04:44:27.374Z,
669,669,21,approved,2026-01-12T17:14:01.395Z,Excellent performance
670,670,22,approved,2026-01-15T00:51:23.833Z,Late arrival noted
671,671,23,approved,2026-01-13T02:00:51.270Z,
672,672,24,rejected,2026-01-16T03:26:21.196Z,Did not complete full shift
673,673,25,approved,2026-01-14T06:48:41.135Z,
674,674,26,approved,2026-01-12T12:52:46.807Z,
675,675,27,approved,2026-01-15T04:54:12.796Z,
676,676,28,approved,2026-01-15T21:13:22.896Z,Standard approval
677,677,29,approved,2026-01-16T02:57:36.558Z,
678,678,30,approved,2026-01-13T13:49:16.119Z,
679,679,31,approved,2026-01-12T00:21:16.834Z,
680,680,32,approved,2026-01-15T12:02:55.763Z,Standard approval
681,681,33,approved,2026-01-12T10:28:54.547Z,Excellent performance
682,682,34,approved,2026-01-16T14:21:43.338Z,Standard approval
683,683,35,approved,2026-01-12T06:49:19.383Z,
684,684,36,approved,2026-01-15T21:11:08.925Z,
685,685,37,approved,2026-01-14T19:01:44.714Z,
686,686,38,approved,2026-01-16T16:44:31.719Z,Late arrival noted
687,687,39,approved,2026-01-16T04:47:47.144Z,Approved by manager
688,688,40,pending,,
689,689,41,approved,2026-01-12T15:49:27.259Z,Approved by manager
690,690,42,approved,2026-01-12T17:45:07.692Z,Standard approval
691,691,43,approved,2026-01-13T01:42:29.772Z,Standard approval
692,692,44,approved,2026-01-16T00:45:30.536Z,Approved by manager
693,693,45,approved,2026-01-15T23:57:01.428Z,Standard approval
694,694,46,approved,2026-01-15T15:34:06.674Z,Standard approval
695,695,47,approved,2026-01-15T12:06:23.918Z,Approved by manager
696,696,48,approved,2026-01-15T19:46:56.134Z,Late arrival noted
697,697,49,approved,2026-01-15T14:49:07.182Z,Excellent performance
698,698,50,approved,2026-01-14T22:56:39.766Z,
699,699,51,approved,2026-01-14T19:12:47.041Z,Approved by manager
700,700,52,approved,2026-01-13T21:23:05.866Z,Approved by manager
701,701,53,approved,2026-01-13T00:29:05.187Z,
702,702,55,approved,2026-01-12T14:27:38.960Z,Approved by manager
703,703,56,approved,2026-01-16T17:27:25.033Z,Excellent performance
704,704,57,approved,2026-01-13T06:43:17.710Z,
705,705,58,approved,2026-01-16T13:32:59.780Z,Approved by manager
706,706,59,approved,2026-01-13T21:32:17.137Z,Late arrival noted
707,707,60,approved,2026-01-14T17:35:21.548Z,Late arrival noted
708,708,61,approved,2026-01-14T09:51:19.598Z,
709,709,62,approved,2026-01-14T04:00:47.677Z,
710,710,64,approved,2026-01-16T05:06:56.010Z,Standard approval
711,711,65,approved,2026-01-16T06:02:42.868Z,Approved by manager
712,712,66,approved,2026-01-14T01:17:25.033Z,Late arrival noted
713,713,67,approved,2026-01-12T00:12:20.843Z,
714,714,68,approved,2026-01-12T09:12:17.098Z,Standard approval
715,715,69,approved,2026-01-16T03:38:28.740Z,Late arrival noted
716,716,70,approved,2026-01-12T01:44:58.344Z,
717,717,71,approved,2026-01-12T21:59:19.289Z,Standard approval
718,718,72,approved,2026-01-13T00:05:10.032Z,Standard approval
719,719,73,approved,2026-01-15T07:07:46.217Z,
720,720,74,approved,2026-01-13T03:48:59.650Z,Approved by manager
721,721,75,approved,2026-01-14T21:58:54.198Z,Late arrival noted
722,722,77,approved,2026-01-14T04:21:52.906Z,Approved by manager
723,723,78,approved,2026-01-14T22:52:04.869Z,Standard approval
724,724,79,approved,2026-01-13T19:16:16.723Z,Standard approval
725,725,80,approved,2026-01-15T08:03:28.942Z,Standard approval
726,726,81,approved,2026-01-16T15:09:31.392Z,Approved by manager
727,727,82,approved,2026-01-15T14:30:16.214Z,Excellent performance
728,728,83,approved,2026-01-15T06:34:13.763Z,Late arrival noted
729,729,84,approved,2026-01-12T01:25:49.615Z,
730,730,85,approved,2026-01-15T05:53:05.156Z,Approved by manager
731,731,86,approved,2026-01-14T17:37:56.815Z,
732,732,87,approved,2026-01-14T15:35:19.100Z,Excellent performance
733,733,89,approved,2026-01-13T13:54:53.256Z,Late arrival noted
734,734,90,approved,2026-01-11T23:24:04.748Z,
735,735,91,approved,2026-01-15T20:07:16.930Z,
736,736,92,pending,,
737,737,93,approved,2026-01-11T23:20:49.816Z,
738,738,94,approved,2026-01-15T05:37:45.707Z,Late arrival noted
739,739,95,approved,2026-01-14T05:15:55.077Z,
740,740,96,approved,2026-01-16T14:24:35.828Z,
741,741,97,approved,2026-01-13T07:50:32.967Z,
742,742,98,approved,2026-01-13T16:24:52.112Z,
743,743,99,approved,2026-01-16T17:17:53.025Z,
744,744,100,approved,2026-01-13T09:51:32.627Z,Excellent performance
745,745,101,approved,2026-01-16T14:22:42.199Z,Standard approval
746,746,102,approved,2026-01-13T23:52:31.714Z,
747,747,103,approved,2026-01-16T07:10:10.772Z,
748,748,104,approved,2026-01-16T12:51:44.276Z,Standard approval
749,749,105,approved,2026-01-13T19:12:24.352Z,Late arrival noted
750,750,106,approved,2026-01-14T03:53:37.809Z,
751,751,107,approved,2026-01-13T10:37:55.134Z,Late arrival noted
752,752,108,approved,2026-01-13T00:32:05.601Z,Approved by manager
753,753,7,pending,,
754,754,8,approved,2026-01-15T19:24:33.061Z,Excellent performance
755,755,9,approved,2026-01-12T07:41:50.727Z,
756,756,10,approved,2026-01-12T10:49:45.798Z,Standard approval
757,757,11,approved,2026-01-12T16:06:55.020Z,Approved by manager
758,758,14,approved,2026-01-12T07:37:37.903Z,Approved by manager
759,759,16,approved,2026-01-14T16:16:37.628Z,Late arrival noted
760,760,17,approved,2026-01-16T09:20:38.488Z,
761,761,18,approved,2026-01-12T09:18:29.124Z,Late arrival noted
762,762,20,approved,2026-01-12T02:49:10.054Z,Standard approval
763,763,21,approved,2026-01-13T00:35:42.434Z,Standard approval
764,764,22,approved,2026-01-16T02:58:12.967Z,Late arrival noted
765,765,23,pending,,
766,766,24,approved,2026-01-13T04:28:07.927Z,Late arrival noted
767,767,25,pending,,
768,768,26,approved,2026-01-16T17:22:27.985Z,Approved by manager
769,769,27,pending,,
770,770,28,approved,2026-01-14T20:57:08.659Z,
771,771,29,approved,2026-01-12T18:10:33.431Z,Standard approval
772,772,30,approved,2026-01-12T10:18:07.012Z,Approved by manager
773,773,31,approved,2026-01-16T09:23:11.364Z,Late arrival noted
774,774,32,approved,2026-01-15T10:00:39.844Z,Excellent performance
775,775,33,approved,2026-01-15T15:21:24.241Z,Excellent performance
776,776,34,approved,2026-01-15T18:40:56.856Z,Excellent performance
777,777,35,approved,2026-01-15T22:31:56.314Z,Approved by manager
778,778,36,approved,2026-01-15T17:36:24.300Z,
779,779,37,approved,2026-01-16T11:39:26.118Z,Standard approval
780,780,38,approved,2026-01-15T01:28:44.351Z,Excellent performance
781,781,39,approved,2026-01-12T05:39:43.753Z,Excellent performance
782,782,40,approved,2026-01-13T23:19:42.631Z,Standard approval
783,783,41,rejected,2026-01-15T18:43:17.512Z,Did not complete full shift
784,784,42,approved,2026-01-13T05:30:02.040Z,Late arrival noted
785,785,43,approved,2026-01-12T00:13:24.403Z,
786,786,44,approved,2026-01-12T14:24:58.768Z,Standard approval
787,787,45,approved,2026-01-16T02:58:05.924Z,Standard approval
788,788,46,approved,2026-01-12T11:28:16.847Z,Approved by manager
789,789,47,rejected,2026-01-15T14:27:43.961Z,Did not complete full shift
790,790,48,pending,,
791,791,49,approved,2026-01-12T07:32:43.720Z,
792,792,50,approved,2026-01-11T19:31:08.968Z,Standard approval
793,793,51,approved,2026-01-16T02:07:50.767Z,Excellent performance
794,794,52,approved,2026-01-14T01:05:39.747Z,
795,795,53,pending,,
796,796,55,pending,,
797,797,56,approved,2026-01-16T10:20:42.069Z,
798,798,57,approved,2026-01-15T09:56:28.742Z,
799,799,58,approved,2026-01-15T11:25:01.956Z,Late arrival noted
800,800,59,approved,2026-01-13T15:38:14.105Z,Excellent performance
801,801,60,approved,2026-01-13T15:47:01.918Z,Standard approval
802,802,61,approved,2026-01-13T18:58:47.951Z,Standard approval
803,803,62,approved,2026-01-13T09:00:12.232Z,Approved by manager
804,804,64,approved,2026-01-12T12:05:07.670Z,Standard approval
805,805,65,pending,,
806,806,66,approved,2026-01-16T12:16:40.719Z,
807,807,67,approved,2026-01-12T23:06:06.524Z,
808,808,68,approved,2026-01-13T20:18:37.797Z,Late arrival noted
809,809,69,approved,2026-01-15T02:06:01.670Z,Late arrival noted
810,810,70,approved,2026-01-14T23:55:06.130Z,
811,811,71,approved,2026-01-16T10:32:04.076Z,Approved by manager
812,812,72,approved,2026-01-14T17:04:12.717Z,Excellent performance
813,813,73,approved,2026-01-12T11:14:14.899Z,Approved by manager
814,814,74,approved,2026-01-14T19:04:42.204Z,Excellent performance
